"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Nov 10 19:20:48 UTC 2025","Mon Nov 10 19:20:48 UTC 2025","165","test.article","test_list_articles","","","","test_pagination_page_negative",""
"passed","Mon Nov 10 19:21:20 UTC 2025","Mon Nov 10 19:21:20 UTC 2025","207","test.author","test_list_authors","","","","test_list_authors_with_populate_articles",""
"passed","Mon Nov 10 19:20:29 UTC 2025","Mon Nov 10 19:20:29 UTC 2025","79","test.article","test_delete_article","","","","test_delete_article_invalid_token",""
"passed","Mon Nov 10 19:20:53 UTC 2025","Mon Nov 10 19:20:53 UTC 2025","394","test.article","test_update_article","","","","test_update_article_single_field",""
"passed","Mon Nov 10 19:21:47 UTC 2025","Mon Nov 10 19:21:47 UTC 2025","234","test.category","test_list_categories","","","","test_list_categories_without_filters",""
"passed","Mon Nov 10 19:20:59 UTC 2025","Mon Nov 10 19:20:59 UTC 2025","312","test.article","test_update_article","","","","test_update_article_invalid_slug",""
"skipped","Mon Nov 10 19:20:58 UTC 2025","Mon Nov 10 19:20:58 UTC 2025","207","test.article","test_update_article","","","","test_update_article_title_too_long",""
"skipped","Mon Nov 10 19:21:14 UTC 2025","Mon Nov 10 19:21:15 UTC 2025","130","test.author","test_create_author","","","","test_create_author_name_too_long",""
"passed","Mon Nov 10 19:21:15 UTC 2025","Mon Nov 10 19:21:16 UTC 2025","389","test.author","test_create_author","","","","test_create_author_string_avatar",""
"passed","Mon Nov 10 19:20:40 UTC 2025","Mon Nov 10 19:20:41 UTC 2025","470","test.article","test_list_articles","","","","test_list_articles_filter_contains_title_case_insensitive",""
"passed","Mon Nov 10 19:21:48 UTC 2025","Mon Nov 10 19:21:48 UTC 2025","201","test.category","test_list_categories","","","","test_list_categories_select_specific_fields",""
"failed","Mon Nov 10 19:21:21 UTC 2025","Mon Nov 10 19:21:21 UTC 2025","273","test.author","test_list_authors","","","","test_list_authors_filter_exact_name_case_insensitive",""
"passed","Mon Nov 10 19:20:54 UTC 2025","Mon Nov 10 19:20:54 UTC 2025","333","test.article","test_update_article","","","","test_update_article_empty_data",""
"passed","Mon Nov 10 19:20:24 UTC 2025","Mon Nov 10 19:20:24 UTC 2025","370","test.article","test_create_article","","","","test_create_article_single_category",""
"passed","Mon Nov 10 19:21:07 UTC 2025","Mon Nov 10 19:21:07 UTC 2025","241","test.article","test_view_article","","","","test_get_article_valid_document_id",""
"skipped","Mon Nov 10 19:21:30 UTC 2025","Mon Nov 10 19:21:31 UTC 2025","211","test.author","test_update_author","","","","test_update_author_empty_name",""
"passed","Mon Nov 10 19:21:16 UTC 2025","Mon Nov 10 19:21:16 UTC 2025","114","test.author","test_create_author","","","","test_create_author_missing_auth",""
"passed","Mon Nov 10 19:21:24 UTC 2025","Mon Nov 10 19:21:25 UTC 2025","172","test.author","test_list_authors","","","","test_list_authors_invalid_operator",""
"passed","Mon Nov 10 19:21:55 UTC 2025","Mon Nov 10 19:21:55 UTC 2025","226","test.category","test_update_category","","","","test_update_category_valid_slug",""
"passed","Mon Nov 10 19:21:52 UTC 2025","Mon Nov 10 19:21:52 UTC 2025","332","test.category","test_list_categories","","","","test_list_categories_filter_slug_ends_with",""
"passed","Mon Nov 10 19:22:01 UTC 2025","Mon Nov 10 19:22:01 UTC 2025","146","test.category","test_update_category","","","","test_update_category_invalid_name_type",""
"skipped","Mon Nov 10 19:21:40 UTC 2025","Mon Nov 10 19:21:40 UTC 2025","145","test.category","test_create_category","","","","test_create_category_name_too_long",""
"passed","Mon Nov 10 19:21:44 UTC 2025","Mon Nov 10 19:21:44 UTC 2025","136","test.category","test_create_category","","","","test_create_category_connect_null",""
"passed","Mon Nov 10 19:21:43 UTC 2025","Mon Nov 10 19:21:43 UTC 2025","129","test.category","test_create_category","","","","test_create_category_invalid_description_type",""
"passed","Mon Nov 10 19:21:13 UTC 2025","Mon Nov 10 19:21:13 UTC 2025","142","test.author","test_create_author","","","","test_create_author_lowercase_email",""
"failed","Mon Nov 10 19:21:21 UTC 2025","Mon Nov 10 19:21:21 UTC 2025","173","test.author","test_list_authors","","","","test_list_authors_filter_exact_name",""
"passed","Mon Nov 10 19:20:45 UTC 2025","Mon Nov 10 19:20:45 UTC 2025","302","test.article","test_list_articles","","","","test_list_articles_filter_not_title",""
"passed","Mon Nov 10 19:21:30 UTC 2025","Mon Nov 10 19:21:30 UTC 2025","152","test.author","test_update_author","","","","test_update_author_invalid_token",""
"passed","Mon Nov 10 19:21:03 UTC 2025","Mon Nov 10 19:21:04 UTC 2025","258","test.article","test_update_article","","","","test_update_article_invalid_description_type",""
"passed","Mon Nov 10 19:20:20 UTC 2025","Mon Nov 10 19:20:20 UTC 2025","336","test.article","test_create_article","","","","test_create_article_empty_description",""
"passed","Mon Nov 10 19:20:25 UTC 2025","Mon Nov 10 19:20:25 UTC 2025","120","test.article","test_create_article","","","","test_create_article_numeric_title",""
"passed","Mon Nov 10 19:21:53 UTC 2025","Mon Nov 10 19:21:53 UTC 2025","404","test.category","test_list_categories","","","","test_list_categories_combined_fields_filters_sort",""
"passed","Mon Nov 10 19:21:26 UTC 2025","Mon Nov 10 19:21:26 UTC 2025","208","test.author","test_update_author","","","","test_update_author_valid_avatar",""
"passed","Mon Nov 10 19:20:46 UTC 2025","Mon Nov 10 19:20:46 UTC 2025","157","test.article","test_list_articles","","","","test_list_articles_with_populate",""
"passed","Mon Nov 10 19:20:18 UTC 2025","Mon Nov 10 19:20:19 UTC 2025","648","test.article","test_create_article","","","","test_create_article_all_valid_fields",""
"passed","Mon Nov 10 19:21:23 UTC 2025","Mon Nov 10 19:21:24 UTC 2025","277","test.author","test_list_authors","","","","test_list_authors_filter_id_gt",""
"passed","Mon Nov 10 19:21:08 UTC 2025","Mon Nov 10 19:21:08 UTC 2025","222","test.article","test_view_article","","","","test_get_article_document_id_uppercase",""
"passed","Mon Nov 10 19:21:35 UTC 2025","Mon Nov 10 19:21:35 UTC 2025","262","test.author","test_view_author","","","","test_get_author_valid_document_id",""
"skipped","Mon Nov 10 19:21:24 UTC 2025","Mon Nov 10 19:21:24 UTC 2025","169","test.author","test_list_authors","","","","test_list_authors_page_size_negative",""
"passed","Mon Nov 10 19:21:44 UTC 2025","Mon Nov 10 19:21:44 UTC 2025","100","test.category","test_create_category","","","","test_create_category_invalid_body_format",""
"passed","Mon Nov 10 19:20:56 UTC 2025","Mon Nov 10 19:20:56 UTC 2025","167","test.article","test_update_article","","","","test_update_article_invalid_token",""
"passed","Mon Nov 10 19:21:37 UTC 2025","Mon Nov 10 19:21:38 UTC 2025","529","test.author","test_view_author","","","","test_get_author_deleted",""
"passed","Mon Nov 10 19:20:36 UTC 2025","Mon Nov 10 19:20:36 UTC 2025","169","test.article","test_list_articles","","","","test_list_articles_filter_id_lt",""
"passed","Mon Nov 10 19:21:35 UTC 2025","Mon Nov 10 19:21:35 UTC 2025","153","test.author","test_update_author","","","","test_update_author_invalid_json_format",""
"passed","Mon Nov 10 19:21:41 UTC 2025","Mon Nov 10 19:21:42 UTC 2025","247","test.category","test_create_category","","","","test_create_category_with_valid_articles",""
"passed","Mon Nov 10 19:21:11 UTC 2025","Mon Nov 10 19:21:11 UTC 2025","213","test.author","test_create_author","","","","test_create_author_all_valid_fields",""
"skipped","Mon Nov 10 19:22:00 UTC 2025","Mon Nov 10 19:22:00 UTC 2025","183","test.category","test_update_category","","","","test_update_category_name_too_long",""
"skipped","Mon Nov 10 19:21:19 UTC 2025","Mon Nov 10 19:21:19 UTC 2025","361","test.author","test_delete_author","","","","test_delete_author_concurrent",""
"passed","Mon Nov 10 19:20:26 UTC 2025","Mon Nov 10 19:20:26 UTC 2025","177","test.article","test_create_article","","","","test_create_article_invalid_author",""
"passed","Mon Nov 10 19:21:41 UTC 2025","Mon Nov 10 19:21:41 UTC 2025","156","test.category","test_create_category","","","","test_create_category_valid_description",""
"passed","Mon Nov 10 19:21:51 UTC 2025","Mon Nov 10 19:21:51 UTC 2025","201","test.category","test_list_categories","","","","test_list_categories_with_count",""
"passed","Mon Nov 10 19:21:15 UTC 2025","Mon Nov 10 19:21:15 UTC 2025","161","test.author","test_create_author","","","","test_create_author_missing_email",""
"passed","Mon Nov 10 19:21:17 UTC 2025","Mon Nov 10 19:21:18 UTC 2025","92","test.author","test_delete_author","","","","test_delete_author_empty_auth_header",""
"skipped","Mon Nov 10 19:21:15 UTC 2025","Mon Nov 10 19:21:15 UTC 2025","132","test.author","test_create_author","","","","test_create_author_invalid_email_format",""
"passed","Mon Nov 10 19:20:34 UTC 2025","Mon Nov 10 19:20:35 UTC 2025","264","test.article","test_list_articles","","","","test_list_articles_filter_by_publishedAt_not_equal",""
"passed","Mon Nov 10 19:21:31 UTC 2025","Mon Nov 10 19:21:32 UTC 2025","222","test.author","test_update_author","","","","test_update_author_invalid_name_type",""
"passed","Mon Nov 10 19:20:47 UTC 2025","Mon Nov 10 19:20:47 UTC 2025","204","test.article","test_list_articles","","","","test_list_articles_with_multiple_params",""
"passed","Mon Nov 10 19:20:22 UTC 2025","Mon Nov 10 19:20:22 UTC 2025","430","test.article","test_create_article","","","","test_create_article_with_author_and_category",""
"passed","Mon Nov 10 19:21:13 UTC 2025","Mon Nov 10 19:21:13 UTC 2025","136","test.author","test_create_author","","","","test_create_author_name_with_special_chars",""
"passed","Mon Nov 10 19:21:29 UTC 2025","Mon Nov 10 19:21:29 UTC 2025","193","test.author","test_update_author","","","","test_update_author_special_characters_name",""
"passed","Mon Nov 10 19:21:37 UTC 2025","Mon Nov 10 19:21:37 UTC 2025","175","test.author","test_view_author","","","","test_get_author_document_id_uppercase",""
"passed","Mon Nov 10 19:21:27 UTC 2025","Mon Nov 10 19:21:27 UTC 2025","202","test.author","test_update_author","","","","test_update_author_multiple_fields",""
"passed","Mon Nov 10 19:21:43 UTC 2025","Mon Nov 10 19:21:43 UTC 2025","128","test.category","test_create_category","","","","test_create_category_duplicate_slug",""
"passed","Mon Nov 10 19:20:44 UTC 2025","Mon Nov 10 19:20:45 UTC 2025","561","test.article","test_list_articles","","","","test_list_articles_filter_author_not_null",""
"passed","Mon Nov 10 19:22:04 UTC 2025","Mon Nov 10 19:22:04 UTC 2025","117","test.category","test_update_category","","","","test_update_category_invalid_json_format",""
"passed","Mon Nov 10 19:21:45 UTC 2025","Mon Nov 10 19:21:45 UTC 2025","100","test.category","test_delete_category","","","","test_delete_category_empty_auth_header",""
"passed","Mon Nov 10 19:21:44 UTC 2025","Mon Nov 10 19:21:44 UTC 2025","158","test.category","test_delete_category","","","","test_delete_category_valid",""
"passed","Mon Nov 10 19:21:58 UTC 2025","Mon Nov 10 19:21:59 UTC 2025","178","test.category","test_update_category","","","","test_update_category_all_fields_valid",""
"passed","Mon Nov 10 19:21:28 UTC 2025","Mon Nov 10 19:21:28 UTC 2025","222","test.author","test_update_author","","","","test_update_author_keep_email",""
"skipped","Mon Nov 10 19:20:33 UTC 2025","Mon Nov 10 19:20:33 UTC 2025","364","test.article","test_delete_article","","","","test_delete_article_concurrent",""
"passed","Mon Nov 10 19:21:25 UTC 2025","Mon Nov 10 19:21:26 UTC 2025","232","test.author","test_update_author","","","","test_update_author_valid_email",""
"passed","Mon Nov 10 19:21:07 UTC 2025","Mon Nov 10 19:21:07 UTC 2025","154","test.article","test_view_article","","","","test_get_article_invalid_format_document_id",""
"skipped","Mon Nov 10 19:21:54 UTC 2025","Mon Nov 10 19:21:54 UTC 2025","169","test.category","test_list_categories","","","","test_list_categories_page_size_decimal",""
"passed","Mon Nov 10 19:21:49 UTC 2025","Mon Nov 10 19:21:49 UTC 2025","259","test.category","test_list_categories","","","","test_list_categories_filter_exact_name",""
"passed","Mon Nov 10 19:21:30 UTC 2025","Mon Nov 10 19:21:30 UTC 2025","132","test.author","test_update_author","","","","test_update_author_missing_auth",""
"passed","Mon Nov 10 19:22:07 UTC 2025","Mon Nov 10 19:22:08 UTC 2025","1104","test.category","test_view_category","","","","test_get_category_multiple_simultaneous_calls",""
"passed","Mon Nov 10 19:21:44 UTC 2025","Mon Nov 10 19:21:44 UTC 2025","104","test.category","test_create_category","","","","test_create_category_missing_token",""
"passed","Mon Nov 10 19:20:19 UTC 2025","Mon Nov 10 19:20:19 UTC 2025","331","test.article","test_create_article","","","","test_create_article_minimum_fields",""
"passed","Mon Nov 10 19:21:37 UTC 2025","Mon Nov 10 19:21:37 UTC 2025","295","test.author","test_view_author","","","","test_get_author_avatar_null",""
"passed","Mon Nov 10 19:21:49 UTC 2025","Mon Nov 10 19:21:49 UTC 2025","204","test.category","test_list_categories","","","","test_list_categories_filter_contains_name",""
"passed","Mon Nov 10 19:20:30 UTC 2025","Mon Nov 10 19:20:31 UTC 2025","77","test.article","test_delete_article","","","","test_delete_article_empty_documentId",""
"passed","Mon Nov 10 19:21:20 UTC 2025","Mon Nov 10 19:21:20 UTC 2025","278","test.author","test_list_authors","","","","test_list_authors_custom_pagination",""
"skipped","Mon Nov 10 19:21:46 UTC 2025","Mon Nov 10 19:21:46 UTC 2025","129","test.category","test_delete_category","","","","test_delete_category_invalid_document_id_format",""
"passed","Mon Nov 10 19:21:57 UTC 2025","Mon Nov 10 19:21:57 UTC 2025","253","test.category","test_update_category","","","","test_update_category_empty_description",""
